Country,Managed By,Fulfill Via,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),Vendor,Line Item Insurance (USD),Line Item Insurance (USD,Delivery Year,Lead Time Days
mozambique,PMO - US,From RDC,Truck,2012-06-28,,2013-01-11,2013-01-11,2013-01-11,43632,336839.04,,,SCMS from RDC,472.25,472.25,2013,0
mozambique,PMO - US,From RDC,Truck,2012-06-28,,2013-01-11,2013-01-11,2013-01-11,2484,23896.08,249.0,4754.19,SCMS from RDC,33.5,33.5,2013,0
zimbabwe,PMO - US,From RDC,Truck,2012-05-15,,2012-12-21,2012-12-11,2012-12-11,44665,344813.8,,,SCMS from RDC,483.43,483.43,2012,-10
zimbabwe,PMO - US,From RDC,Truck,2012-05-15,,2012-12-20,2012-12-11,2012-12-11,33978,78149.4,2705.0,9751.8,SCMS from RDC,109.57,109.57,2012,-9
côte d'ivoire,PMO - US,From RDC,Truck,2012-04-19,,2012-12-14,2012-11-30,2012-11-30,74064,269592.96,,,SCMS from RDC,377.97,377.97,2012,-14
côte d'ivoire,PMO - US,From RDC,Truck,2012-09-11,,2013-02-28,2013-01-25,2013-01-25,17500,539350.0,6649.0,27350.2,SCMS from RDC,756.17,756.17,2013,-34
rwanda,PMO - US,From RDC,Air,2012-06-18,,2013-02-06,2013-02-06,2013-02-06,69691,373543.76,,,SCMS from RDC,523.71,523.71,2013,0
côte d'ivoire,PMO - US,From RDC,Truck,2012-09-11,,2013-02-28,2013-01-25,2013-01-25,10000,267000.0,,,SCMS from RDC,374.33,374.33,2013,-34
uganda,PMO - US,From RDC,Air,2012-10-10,,2013-01-31,2013-02-01,2013-02-01,4535,10974.7,491.0,4002.01,SCMS from RDC,15.39,15.39,2013,1
rwanda,PMO - US,From RDC,Air,2012-05-25,,2013-02-07,2013-02-07,2013-02-07,112007,1356404.77,12757.0,20994.85,SCMS from RDC,1901.68,1901.68,2013,0
uganda,PMO - US,From RDC,Truck,2012-07-11,,2013-02-05,2013-02-05,2013-02-05,112873,1366892.03,12838.0,111318.14,SCMS from RDC,1916.38,1916.38,2013,0
"congo, drc",PMO - US,From RDC,Air,2012-11-16,,2013-09-11,2013-09-11,2013-09-11,123,244.77,,,SCMS from RDC,0.3,0.3,2013,0
zimbabwe,PMO - US,From RDC,Truck,2012-09-11,,2013-02-11,2013-02-11,2013-02-11,221799,1066853.19,58270.0,47389.63,SCMS from RDC,1495.73,1495.73,2013,0
zimbabwe,PMO - US,From RDC,Truck,2012-09-11,,2013-02-11,2013-02-11,2013-02-11,164433,379840.23,,,SCMS from RDC,532.54,532.54,2013,0
zambia,PMO - US,From RDC,Truck,2012-10-05,,2013-03-15,2013-02-19,2013-02-19,30114,412260.66,1230.0,6923.53,SCMS from RDC,577.99,577.99,2013,-24
haiti,PMO - US,From RDC,Air,2013-01-16,,2013-04-09,2013-01-03,2013-01-03,270,1269.0,,,SCMS from RDC,1.57,1.57,2013,-96
"congo, drc",PMO - US,From RDC,Air,2012-11-20,,2013-03-18,2013-08-08,2013-08-08,1296,2928.96,,,SCMS from RDC,3.62,3.62,2013,143
"congo, drc",PMO - US,From RDC,Air,2012-11-20,,2013-03-18,2013-08-08,2013-08-08,990,8494.2,,,SCMS from RDC,10.51,10.51,2013,143
"congo, drc",PMO - US,From RDC,Air,2012-11-20,,2013-03-18,2013-08-08,2013-08-08,54,248.4,,,SCMS from RDC,0.31,0.31,2013,143
"congo, drc",PMO - US,From RDC,Air,2012-11-20,,2013-03-18,2013-08-08,2013-08-08,228,1664.4,,,SCMS from RDC,2.06,2.06,2013,143
côte d'ivoire,PMO - US,From RDC,Truck,2012-09-11,,2013-02-28,2013-02-28,2013-02-28,36240,310939.2,13509.0,36857.21,SCMS from RDC,435.94,435.94,2013,0
uganda,PMO - US,From RDC,Air,2012-10-10,,2013-03-18,2013-03-07,2013-03-07,7253,62230.74,,,SCMS from RDC,87.25,87.25,2013,-11
uganda,PMO - US,From RDC,Air,2012-11-01,,2013-04-04,2013-03-07,2013-03-07,32298,151800.6,,,SCMS from RDC,187.78,187.78,2013,-28
zimbabwe,PMO - US,From RDC,Truck,2012-10-25,,2013-03-31,2013-03-14,2013-03-14,20160,244137.6,,,SCMS from RDC,302.0,302.0,2013,-17
zimbabwe,PMO - US,From RDC,Truck,2012-10-25,,2013-03-31,2013-03-14,2013-03-14,4800,34896.0,,,SCMS from RDC,43.17,43.17,2013,-17
uganda,PMO - US,From RDC,Truck,2012-12-13,,2013-03-08,2013-03-07,2013-03-07,42717,366511.86,5732.0,25118.88,SCMS from RDC,453.38,453.38,2013,-1
haiti,PMO - US,From RDC,Air,2013-01-16,,2013-04-09,2013-03-14,2013-03-14,216,285.12,,,SCMS from RDC,0.35,0.35,2013,-26
côte d'ivoire,PMO - US,From RDC,Truck,2012-09-11,,2013-04-30,2013-03-08,2013-03-08,8476,209865.76,,,SCMS from RDC,294.23,294.23,2013,-53
zimbabwe,PMO - US,From RDC,Truck,2012-09-11,,2013-04-15,2013-03-23,2013-03-23,49467,232494.9,8615.0,49580.17,SCMS from RDC,325.96,325.96,2013,-23
zambia,PMO - US,From RDC,Truck,2013-01-28,,2013-06-25,2013-03-15,2013-03-15,25991,58739.66,2504.0,12315.5,SCMS from RDC,72.66,72.66,2013,-102
guyana,PMO - US,From RDC,Truck,2013-01-28,,2013-04-18,2013-03-15,2013-03-15,225,416.25,,,SCMS from RDC,0.51,0.51,2013,-34
zimbabwe,PMO - US,From RDC,Air,2013-02-20,,2013-04-13,2013-04-13,2013-04-13,2390,56762.5,533.0,5623.52,SCMS from RDC,70.22,70.22,2013,0
uganda,PMO - US,From RDC,Air,2012-12-13,,2013-04-25,2013-04-25,2013-04-25,7051,98431.96,,,SCMS from RDC,121.76,121.76,2013,0
zambia,PMO - US,From RDC,Truck,2012-10-05,,2013-04-30,2013-04-15,2013-04-15,225035,3080729.15,25504.0,33770.41,SCMS from RDC,4319.18,4319.18,2013,-15
côte d'ivoire,PMO - US,From RDC,Truck,2012-09-11,,2013-03-28,2013-03-30,2013-03-30,38722,332234.76,,,SCMS from RDC,465.79,465.79,2013,2
tanzania,PMO - US,From RDC,Truck,2012-12-30,,2013-05-31,2013-05-14,2013-05-14,11606,26693.8,,,SCMS from RDC,33.02,33.02,2013,-17
mozambique,PMO - US,From RDC,Air,2013-03-19,,2013-07-04,2013-07-04,2013-07-04,1800,7272.0,108.0,832.5,SCMS from RDC,9.0,9.0,2013,0
burundi,PMO - US,From RDC,Air,2013-02-20,,2013-05-31,2013-05-23,2013-05-23,240,5942.4,,,SCMS from RDC,7.35,7.35,2013,-8
zambia,PMO - US,From RDC,Air,2013-03-26,,2013-06-28,2013-05-13,2013-05-13,69811,423752.77,7632.0,50626.6,SCMS from RDC,524.18,524.18,2013,-46
south sudan,PMO - US,From RDC,Air,2012-12-17,,2013-04-30,2013-04-17,2013-04-17,1466,9910.16,83.0,2089.0,SCMS from RDC,12.26,12.26,2013,-13
zambia,PMO - US,From RDC,Air,2013-03-26,,2013-06-28,2013-05-13,2013-05-13,20537,124659.59,,,SCMS from RDC,154.2,154.2,2013,-46
burundi,PMO - US,From RDC,Air,2013-02-20,,2013-06-30,2013-05-09,2013-05-09,1080,6555.6,,,SCMS from RDC,8.11,8.11,2013,-52
nigeria,PMO - US,From RDC,Air Charter,2012-11-15,,2013-05-21,2013-05-03,2013-05-03,7677,167205.06,16376.0,14547.55,SCMS from RDC,206.83,206.83,2013,-18
zimbabwe,PMO - US,From RDC,Truck,2012-11-16,,2013-05-06,2013-04-29,2013-04-29,2014,9465.8,,,SCMS from RDC,11.71,11.71,2013,-7
mozambique,PMO - US,From RDC,Truck,2012-11-12,,2013-07-21,2013-07-26,2013-07-26,34200,113886.0,7908.0,5496.08,SCMS from RDC,140.88,140.88,2013,5
mozambique,PMO - US,From RDC,Truck,2013-03-19,,2013-09-30,2013-08-29,2013-08-29,2600,5174.0,149.0,1815.67,SCMS from RDC,6.4,6.4,2013,-32
mozambique,PMO - US,From RDC,Truck,2012-11-12,,2013-08-01,2013-08-01,2013-08-01,13603,28566.3,,,SCMS from RDC,35.34,35.34,2013,0
mozambique,PMO - US,From RDC,Truck,2012-11-12,,2013-08-01,2013-08-01,2013-08-01,25400,217932.0,,,SCMS from RDC,269.58,269.58,2013,0
zimbabwe,PMO - US,From RDC,Truck,2012-11-16,,2013-05-30,2013-04-29,2013-04-29,40534,190509.8,3749.0,9708.48,SCMS from RDC,235.66,235.66,2013,-31
nigeria,PMO - US,From RDC,Air Charter,2012-11-15,,2013-05-21,2013-05-06,2013-05-06,14344,32417.44,,,SCMS from RDC,40.1,40.1,2013,-15
tanzania,PMO - US,From RDC,Truck,2013-04-02,,2013-08-23,2013-05-14,2013-05-14,12917,29709.1,2461.0,3592.8,SCMS from RDC,36.75,36.75,2013,-101
nigeria,PMO - US,From RDC,Air Charter,2012-11-15,,2013-05-21,2013-05-10,2013-05-10,41222,288554.0,,,SCMS from RDC,356.94,356.94,2013,-11
nigeria,PMO - US,From RDC,Air Charter,2013-02-28,,2013-08-21,2013-05-10,2013-05-10,763,3509.8,56.0,20666.07,SCMS from RDC,4.34,4.34,2013,-103
mozambique,PMO - US,From RDC,Truck,2012-06-28,,2013-06-28,2013-07-10,2013-07-10,66956,704377.12,5810.0,13649.6,SCMS from RDC,987.54,987.54,2013,12
mozambique,PMO - US,From RDC,Truck,2012-11-12,,2013-07-26,2013-07-26,2013-07-26,8531,40095.7,,,SCMS from RDC,49.6,49.6,2013,0
nigeria,PMO - US,From RDC,Air Charter,2012-11-15,,2013-05-21,2013-05-29,2013-05-29,109238,246877.88,11763.0,20761.0,SCMS from RDC,305.39,305.39,2013,8
nigeria,PMO - US,From RDC,Air Charter,2012-11-15,,2013-06-04,2013-05-29,2013-05-29,45000,149850.0,16966.0,20761.0,SCMS from RDC,185.36,185.36,2013,-6
nigeria,PMO - US,From RDC,Air Charter,2012-11-15,,2013-05-31,2013-05-28,2013-05-28,7014,152764.92,7733.0,20761.0,SCMS from RDC,188.97,188.97,2013,-3
zambia,PMO - US,From RDC,Truck,2012-11-28,,2013-07-18,2013-07-23,2013-07-23,176213,2283720.48,19962.0,31401.08,SCMS from RDC,2824.96,2824.96,2013,5
zimbabwe,PMO - US,From RDC,Truck,2012-10-25,,2013-07-31,2013-08-06,2013-08-06,4800,15984.0,396.0,11133.66,SCMS from RDC,19.77,19.77,2013,6
uganda,PMO - US,From RDC,Air,2012-11-06,,2013-07-31,2013-07-23,2013-07-23,35930,377983.6,4811.0,2486.5,SCMS from RDC,467.57,467.57,2013,-8
uganda,PMO - US,From RDC,Truck,2012-12-13,,2013-07-31,2013-08-26,2013-08-26,44017,363580.42,,,SCMS from RDC,449.75,449.75,2013,26
nigeria,PMO - US,From RDC,Air Charter,2012-11-15,,2013-07-22,2013-07-23,2013-07-23,1945,6418.5,165.0,,SCMS from RDC,7.94,7.94,2013,1
côte d'ivoire,PMO - US,From RDC,Truck,2012-12-14,,2013-10-31,2013-07-23,2013-07-23,2656,10730.24,167.0,1478.35,SCMS from RDC,13.27,13.27,2013,-100
"congo, drc",PMO - US,From RDC,Air,2013-04-12,,2013-08-28,2014-02-08,2014-03-11,800,6608.0,,,SCMS from RDC,8.17,8.17,2014,164
uganda,PMO - US,From RDC,Truck,2013-05-08,,2013-08-06,2013-08-22,2013-08-22,45233,316631.0,3984.0,20074.74,SCMS from RDC,391.67,391.67,2013,16
zimbabwe,PMO - US,From RDC,Truck,2013-01-16,,2013-09-20,2013-09-20,2013-09-20,59680,627833.6,7831.0,4529.65,SCMS from RDC,776.63,776.63,2013,0
côte d'ivoire,PMO - US,From RDC,Truck,2012-09-11,,2013-09-30,2013-08-28,2013-08-28,7600,29564.0,415.0,2751.09,SCMS from RDC,41.45,41.45,2013,-33
zambia,PMO - US,From RDC,Truck,2013-01-28,,2013-10-22,2013-10-22,2013-11-11,2997,6773.22,2764.0,4356.75,SCMS from RDC,8.38,8.38,2013,0
zambia,PMO - US,From RDC,Truck,2012-10-05,,2013-10-22,2013-10-22,2013-11-11,16099,198017.7,2004.0,4356.75,SCMS from RDC,277.62,277.62,2013,0
zambia,PMO - US,From RDC,Truck,2013-01-28,,2013-09-16,2013-09-23,2013-09-23,10000,73000.0,684.0,1026.49,SCMS from RDC,90.3,90.3,2013,7
"congo, drc",PMO - US,From RDC,Air,2013-04-12,,2014-01-21,2014-01-21,2014-01-29,6339,12361.05,2357.0,24505.0,SCMS from RDC,15.29,15.29,2014,0
mozambique,PMO - US,From RDC,Truck,2013-03-19,,2013-10-31,2013-10-31,2013-11-12,70643,235241.19,,,SCMS from RDC,290.99,290.99,2013,0
tanzania,PMO - US,From RDC,Truck,2013-07-04,,2013-11-20,2013-09-10,2013-09-10,13370,153220.2,1337.0,10540.22,SCMS from RDC,189.53,189.53,2013,-71
uganda,PMO - US,From RDC,Air,2013-05-08,,2013-09-30,2013-10-29,2013-11-19,13040,263668.8,2638.0,13508.98,SCMS from RDC,326.16,326.16,2013,29
zimbabwe,PMO - US,From RDC,Truck,2013-01-24,,2013-09-30,2013-10-09,2013-11-01,131520,632611.2,2277.0,12000.0,SCMS from RDC,782.54,782.54,2013,9
rwanda,PMO - US,From RDC,Truck,2013-05-06,,2013-10-15,2013-10-15,2013-10-29,5495,7967.75,1960.0,4390.98,SCMS from RDC,9.86,9.86,2013,0
uganda,PMO - US,From RDC,Air,2013-08-19,,2013-10-15,2013-11-08,2013-11-27,13164,266176.08,2722.0,8604.7,SCMS from RDC,329.26,329.26,2013,24
dominican republic,PMO - US,From RDC,Air,2013-03-18,,2013-10-29,2013-10-16,2013-10-29,288,650.88,,,SCMS from RDC,0.81,0.81,2013,-13
mozambique,PMO - US,From RDC,Truck,2013-03-19,,2013-11-15,2013-10-08,2013-10-18,21410,133812.5,,,SCMS from RDC,165.53,165.53,2013,-38
dominican republic,PMO - US,From RDC,Air,2013-03-18,,2013-11-26,2013-10-10,2013-10-29,15080,105560.0,1212.0,15181.0,SCMS from RDC,130.58,130.58,2013,-47
tanzania,PMO - US,From RDC,Truck,2013-04-02,,2013-10-31,2013-11-04,2013-11-06,56540,73502.0,,,SCMS from RDC,90.92,90.92,2013,4
zambia,PMO - US,From RDC,Truck,2013-04-19,,2013-11-29,2013-11-29,2013-12-12,9984,22563.84,,,SCMS from RDC,27.91,27.91,2013,0
côte d'ivoire,PMO - US,From RDC,Truck,2012-12-14,,2013-10-31,2013-10-22,2013-11-19,6269,131649.0,,,SCMS from RDC,162.85,162.85,2013,-9
côte d'ivoire,PMO - US,From RDC,Truck,2012-12-14,,2013-10-31,2013-10-22,2013-11-19,14300,118118.0,,,SCMS from RDC,146.11,146.11,2013,-9
zambia,PMO - US,From RDC,Truck,2013-04-19,,2014-01-24,2014-01-24,2014-03-17,46009,942264.32,22534.0,30981.39,SCMS from RDC,1165.58,1165.58,2014,0
rwanda,PMO - US,From RDC,Truck,2013-05-06,,2013-11-29,2013-11-29,2013-12-23,89520,768081.6,10238.0,13380.52,SCMS from RDC,950.12,950.12,2013,0
tanzania,PMO - US,From RDC,Truck,2013-10-01,,2013-12-26,2013-12-16,2014-01-17,59498,134465.48,,,SCMS from RDC,166.33,166.33,2013,-10
côte d'ivoire,PMO - US,From RDC,Air,2013-08-09,,2013-12-16,2013-12-02,2013-12-20,9300,106578.0,,,SCMS from RDC,131.84,131.84,2013,-14
guyana,PMO - US,From RDC,Air,2013-07-16,,2013-12-31,2013-11-30,2013-12-23,3402,19969.74,392.0,4523.0,SCMS from RDC,24.7,24.7,2013,-31
rwanda,PMO - US,From RDC,Truck,2013-05-06,,2013-11-29,2014-02-05,2014-02-24,5233,7587.85,1855.0,6638.3,SCMS from RDC,9.39,9.39,2014,68
guyana,PMO - US,From RDC,Air,2013-07-16,,2013-12-31,2013-12-02,2013-12-20,96,892.8,,,SCMS from RDC,1.1,1.1,2013,-29
nigeria,PMO - US,From RDC,Air Charter,2013-03-14,,2013-12-31,2013-11-26,2013-12-05,67334,577725.72,8716.0,26340.0,SCMS from RDC,714.65,714.65,2013,-35
zimbabwe,PMO - US,From RDC,Truck,2013-01-24,,2013-12-31,2014-01-13,2014-01-29,39360,189321.6,4174.0,10900.0,SCMS from RDC,234.19,234.19,2014,13
côte d'ivoire,PMO - US,From RDC,Air,2013-08-09,,2013-12-16,2013-12-16,2014-01-20,5800,22562.0,248.0,2431.36,SCMS from RDC,27.91,27.91,2013,0
haiti,PMO - US,From RDC,Air,2013-11-22,,2013-12-24,2013-12-27,2014-01-17,1865,38195.2,497.0,5819.7,SCMS from RDC,39.26,39.26,2013,3
côte d'ivoire,PMO - US,From RDC,Air,2013-08-09,,2014-01-22,2013-12-16,2014-01-20,7130,33511.0,669.0,2431.39,SCMS from RDC,41.45,41.45,2013,-37
burundi,PMO - US,From RDC,Air,2013-07-09,,2013-11-15,2013-11-22,2014-01-21,88,1848.0,95.0,771.9,SCMS from RDC,2.29,2.29,2013,7
nigeria,PMO - US,From RDC,Air Charter,2013-08-06,,2014-01-31,2014-01-10,2014-01-15,11605,24950.75,935.0,49199.75,SCMS from RDC,30.86,30.86,2014,-21
rwanda,PMO - US,From RDC,Truck,2013-12-18,,2014-02-28,2014-02-25,2014-03-07,2586,24049.8,164.0,2737.75,SCMS from RDC,24.72,24.72,2014,-3
south sudan,PMO - US,From RDC,Air,2013-10-28,,2014-01-22,2014-02-11,2014-02-13,378,854.28,613.0,6333.0,SCMS from RDC,0.88,0.88,2014,20
rwanda,PMO - US,From RDC,Truck,2013-08-02,,2014-01-31,2014-02-03,2014-02-24,1303,6124.1,,,SCMS from RDC,7.58,7.58,2014,3
côte d'ivoire,PMO - US,From RDC,Air,2013-08-09,,2014-01-31,2014-02-18,2014-03-04,9500,38000.0,449.0,3051.95,SCMS from RDC,47.01,47.01,2014,18
uganda,PMO - US,From RDC,Air,2013-05-08,,2014-01-31,2014-02-17,2014-03-04,1864,7456.0,89.0,790.29,SCMS from RDC,9.22,9.22,2014,17
tanzania,PMO - US,From RDC,Truck,2013-07-04,,2014-01-31,2014-02-19,2014-02-24,11022,125209.92,,,SCMS from RDC,154.88,154.88,2014,19
mozambique,PMO - US,From RDC,Truck,2013-06-28,,2014-02-28,2014-02-19,2014-03-19,164250,1409265.0,19164.0,14509.09,SCMS from RDC,1743.26,1743.26,2014,-9
nigeria,PMO - US,From RDC,Air Charter,2013-03-14,,2014-02-28,2014-02-10,2014-02-19,2085,8340.0,122.0,30936.1,SCMS from RDC,10.32,10.32,2014,-18
nigeria,PMO - US,From RDC,Air Charter,2013-05-06,,2014-02-28,2014-02-10,2014-02-19,89490,972756.3,11280.0,30936.1,SCMS from RDC,1203.3,1203.3,2014,-18
mozambique,PMO - US,From RDC,Truck,2013-10-21,,2014-04-15,2014-03-28,2014-04-04,1330,3005.8,,,SCMS from RDC,3.09,3.09,2014,-18
"congo, drc",PMO - US,From RDC,Air,2014-01-15,,2014-05-30,2014-05-19,2014-06-26,440,818.4,,,SCMS from RDC,0.84,0.84,2014,-11
mozambique,PMO - US,From RDC,Truck,2013-06-28,,2014-03-28,2014-03-28,2014-04-04,180194,1958708.78,13739.0,,SCMS from RDC,2422.92,2422.92,2014,0
côte d'ivoire,PMO - US,From RDC,Truck,2012-12-14,,2014-04-11,2014-04-11,2014-04-28,70300,473119.0,5565.0,23776.42,SCMS from RDC,585.25,585.25,2014,0
côte d'ivoire,PMO - US,From RDC,Air,2013-08-09,,2014-03-28,2014-03-26,2014-04-28,2867,6020.7,5752.0,18607.76,SCMS from RDC,7.45,7.45,2014,-2
zimbabwe,PMO - US,From RDC,Truck,2013-10-17,,2014-03-31,2014-03-24,2014-04-04,595,5063.45,236.0,7300.0,SCMS from RDC,5.21,5.21,2014,-7
rwanda,PMO - US,From RDC,Truck,2013-08-02,,2014-03-28,2014-04-02,2014-04-14,49998,412983.48,,,SCMS from RDC,510.86,510.86,2014,5
mozambique,PMO - US,From RDC,Truck,2013-10-21,,2014-04-15,2014-04-14,2014-04-17,54997,454275.22,,,SCMS from RDC,466.99,466.99,2014,-1
mozambique,PMO - US,From RDC,Truck,2013-10-21,,2014-04-15,2014-04-14,2014-04-17,4629,51613.35,,,SCMS from RDC,53.06,53.06,2014,-1
south sudan,PMO - US,From RDC,Air,2013-10-28,,2014-03-31,2014-03-21,2014-03-26,507,10175.49,,,SCMS from RDC,10.46,10.46,2014,-10
guyana,PMO - US,From RDC,Air,2013-10-09,,2014-03-31,2014-04-03,2014-06-06,287,2009.0,,,SCMS from RDC,2.07,2.07,2014,3
guyana,PMO - US,From RDC,Air,2013-10-09,,2014-03-31,2014-04-03,2014-06-06,190,399.0,,,SCMS from RDC,0.41,0.41,2014,3
ghana,PMO - US,From RDC,Air,2014-02-19,,2014-04-07,2014-04-07,2014-04-17,16834,182985.58,5447.0,38560.67,SCMS from RDC,188.11,188.11,2014,0
côte d'ivoire,PMO - US,From RDC,Truck,2013-08-09,,2014-04-30,2014-04-14,2014-05-22,4400,17776.0,11043.0,39329.03,SCMS from RDC,21.99,21.99,2014,-16
nigeria,PMO - US,From RDC,Air Charter,2013-11-19,,2014-05-06,2014-04-17,2014-05-02,10819,23260.85,411.0,29674.91,SCMS from RDC,23.91,23.91,2014,-19
guyana,PMO - US,From RDC,Air,2014-01-16,,2014-06-30,2014-04-14,2014-06-06,176,369.6,,,SCMS from RDC,0.38,0.38,2014,-77
mozambique,PMO - US,From RDC,Truck,2013-10-21,,2014-06-03,2014-06-03,2014-06-11,100000,811000.0,,,SCMS from RDC,833.71,833.71,2014,0
mozambique,PMO - US,From RDC,Truck,2013-10-21,,2014-06-14,2014-06-24,2014-07-14,127671,1423531.65,,,SCMS from RDC,1463.39,1463.39,2014,10
guyana,PMO - US,From RDC,Air,2014-01-16,,2014-06-30,2014-04-25,2014-05-13,36,301.68,22.0,892.96,SCMS from RDC,0.31,0.31,2014,-66
rwanda,PMO - US,From RDC,Truck,2013-08-02,,2014-05-05,2014-05-06,2014-06-20,15862,128640.82,1851.0,5445.73,SCMS from RDC,159.13,159.13,2014,1
rwanda,PMO - US,From RDC,Truck,2013-08-02,,2014-05-05,2014-06-06,2014-06-20,30205,325609.9,,,SCMS from RDC,402.78,402.78,2014,32
zambia,PMO - US,From RDC,Truck,2013-10-31,,2014-05-06,2014-05-19,2014-06-12,27900,129456.0,17018.0,19564.23,SCMS from RDC,133.08,133.08,2014,13
"congo, drc",PMO - US,From RDC,Air,2014-01-15,,2014-08-15,2014-08-15,2014-09-05,1000,5500.0,204.0,3298.78,SCMS from RDC,5.65,5.65,2014,0
côte d'ivoire,PMO - US,From RDC,Truck,2013-10-22,,2014-04-21,2014-05-01,2014-06-11,489,6611.28,,,SCMS from RDC,6.8,6.8,2014,10
mozambique,PMO - US,From RDC,Truck,2013-10-21,,2014-07-31,2014-07-25,2014-09-05,74623,605192.53,10073.0,7048.57,SCMS from RDC,622.14,622.14,2014,-6
rwanda,PMO - US,From RDC,Truck,2013-08-02,,2014-06-27,2014-07-06,2014-08-05,53705,249191.2,5565.0,34837.8,SCMS from RDC,308.25,308.25,2014,9
côte d'ivoire,PMO - US,From RDC,Truck,2013-10-22,,2014-06-04,2014-06-03,2014-06-11,6738,14149.8,2720.0,32022.51,SCMS from RDC,14.55,14.55,2014,-1
tanzania,PMO - US,From RDC,Truck,2013-07-04,,2014-06-30,2014-06-10,2014-06-12,34733,199367.42,2746.0,5989.25,SCMS from RDC,246.62,246.62,2014,-20
tanzania,PMO - US,From RDC,Truck,2014-01-15,,2014-06-30,2014-06-06,2014-06-20,43479,516965.31,4874.0,12435.18,SCMS from RDC,531.44,531.44,2014,-24
burundi,PMO - US,From RDC,Air,2014-01-24,,2014-05-30,2014-06-25,2014-07-01,200,4008.0,,,SCMS from RDC,4.12,4.12,2014,26
burundi,PMO - US,From RDC,Air,2013-07-09,,2014-06-16,2014-06-04,2014-07-09,112,2207.52,,,SCMS from RDC,2.73,2.73,2014,-12
mozambique,PMO - US,From RDC,Truck,2013-10-21,,2014-07-31,2014-07-25,2014-09-05,24768,61672.32,20019.0,11701.65,SCMS from RDC,63.4,63.4,2014,-6
tanzania,PMO - US,From RDC,Air,2013-10-01,,2014-07-31,2014-09-25,2014-10-06,43293,56280.9,,,SCMS from RDC,69.62,69.62,2014,56
zambia,PMO - US,From RDC,Truck,2013-10-31,,2014-08-29,2014-09-23,2014-10-17,17801,82418.63,1667.0,1966.09,SCMS from RDC,84.73,84.73,2014,25
côte d'ivoire,PMO - US,From RDC,Truck,2014-01-29,,2014-09-30,2014-09-08,2014-09-19,697,1387.03,47.0,270.74,SCMS from RDC,1.43,1.43,2014,-22
zambia,PMO - US,From RDC,Truck,2014-04-16,,2014-09-04,2014-09-23,2014-10-17,35000,228200.0,,,SCMS from RDC,234.59,234.59,2014,19
nigeria,PMO - US,From RDC,Air Charter,2013-08-06,,2014-06-30,2014-06-20,2014-06-25,27137,110990.33,1169.0,28812.58,SCMS from RDC,137.3,137.3,2014,-10
côte d'ivoire,PMO - US,From RDC,Truck,2013-10-22,,2014-07-09,2014-07-09,2014-08-07,71,959.92,7.0,22.29,SCMS from RDC,0.99,0.99,2014,0
côte d'ivoire,PMO - US,From RDC,Truck,2014-01-29,,2014-07-15,2014-07-09,2014-08-07,7303,14532.97,277.0,2286.63,SCMS from RDC,14.94,14.94,2014,-6
burundi,PMO - US,From RDC,Air,2014-04-18,,2014-07-31,2014-07-25,2014-08-01,1056,8564.16,155.0,994.25,SCMS from RDC,8.8,8.8,2014,-6
rwanda,PMO - US,From RDC,Truck,2014-04-22,,2014-12-31,2014-08-14,2014-08-15,800,6800.0,297.0,2282.79,SCMS from RDC,6.99,6.99,2014,-139
guyana,PMO - US,From RDC,Air,2014-04-09,,2014-09-30,2014-08-29,2014-09-08,2238,12846.12,,,SCMS from RDC,13.21,13.21,2014,-32
zambia,PMO - US,From RDC,Truck,2014-02-06,,2014-07-14,2014-09-03,2014-10-06,18027,73730.43,1228.0,1765.18,SCMS from RDC,75.79,75.79,2014,51
zimbabwe,PMO - US,From RDC,Truck,2014-04-02,,2014-11-30,2014-06-29,2014-08-04,23999,47758.01,1069.0,7500.0,SCMS from RDC,49.1,49.1,2014,-154
zimbabwe,PMO - US,From RDC,Truck,2013-12-24,,2014-09-30,2014-06-29,2014-08-04,140000,648200.0,,,SCMS from RDC,666.35,666.35,2014,-93
"congo, drc",PMO - US,From RDC,Air,2014-05-07,,2014-09-24,2014-10-28,2014-12-04,2725,5940.5,,,SCMS from RDC,6.11,6.11,2014,34
uganda,PMO - US,From RDC,Truck,2014-02-07,,2014-07-31,2014-07-15,2014-07-17,3426,69273.72,698.0,2676.0,SCMS from RDC,71.21,71.21,2014,-16
guyana,PMO - US,From RDC,Air,2014-04-09,,2014-09-30,2014-07-30,2014-09-05,1603,31595.13,,,SCMS from RDC,32.48,32.48,2014,-62
mozambique,PMO - US,From RDC,Truck,2013-10-21,,2014-08-29,2014-11-05,2014-11-07,5232,13027.68,,,SCMS from RDC,13.39,13.39,2014,68
zambia,PMO - US,From RDC,Truck,2014-02-02,,2014-07-31,2014-09-23,2014-10-06,5432,61001.36,506.0,635.95,SCMS from RDC,62.71,62.71,2014,54
zambia,PMO - US,From RDC,Truck,2013-10-31,,2014-08-29,2014-09-23,2014-10-06,14055,65074.65,1406.0,1335.02,SCMS from RDC,66.9,66.9,2014,25
nigeria,PMO - US,From RDC,Air Charter,2013-11-19,,2014-09-30,2014-09-03,2014-09-05,6,48.66,6589.0,26731.0,SCMS from RDC,0.05,0.05,2014,-27
